douban_id,title,directors,scriptwriters,actors,types,release_region,release_date,alias,languages,duration,score,description,tags
1307796,"月桂谷 Laurel Canyon",丽莎·查罗登科,丽莎·查罗登科,"弗兰西斯·麦克多蒙德,克里斯蒂安·贝尔,凯特·贝金赛尔,娜塔莎· 麦克艾霍恩,亚历桑德罗·尼沃拉","剧情,音乐",美国,2002-05-18,桂冠街区,英语,"103 分钟",7.1,一名一絲不苟的年輕人(克里斯丁貝爾飾)在完成哈佛醫學院學業後帶著未婚妻(凱特貝琴薩飾)回到老家，卻面對不正經愛抽大麻的唱片製作母親(法蘭西絲麥多曼飾)感到丟臉，然而未婚妻卻逐漸受到影響愛上這種搖滾風格，母子間才終於出現和解的曙光...,"ChristianBale,美国,KateBeckinsale,爱情,剧情,美国电影,2002,FrancesMcDormand"
1307795,"魅影 Phantom",F·W·茂瑙,,"阿弗莱德·阿贝尔,Grete Berger,丽尔·达戈沃","剧情,爱情,奇幻",德国,1922-11-13,"The Phantom",德语,"125 分钟",7.9,《魅影》被誉为茂瑙转捩时期的重要作品，曾一度被列作使人引为憾事的散佚经典。背景是民风淳朴的小市镇，主角偶见乘马车飞驰而过的艳女，惊为天人，神魂颠倒，自此他沉溺在幻想之中，不能自拔，沦落到底。茂瑙在营造气氛方面有不凡的成绩，小镇风貌活灵活现，穷苦一俗的狭隘与贵族的谄媚成强烈对比；在片场运用了巨型的机械设计，造就地面上会追吁主角走的「魔鬼式」黑影，几场天马行空的梦幻场面，使人拍案叫绝。,"德国,默片,F.W.Murnau,茂瑙,表现主义,1920s,德国电影,1922"
1307794,"年轻的日子 学生ロマンス　若き日",小津安二郎,伏见晁,"结城一郎,斋藤达雄","剧情,喜剧",日本,1929-04-13,,日语,"Japan: 103 分钟",7.2,"小津的第8部作品,也是他的首部长片,当时的小津只有25岁.故事讲东京早稻田大学的两个学生渡边和山本,爱上了同一个女孩子千惠子,他们互相拆台,而最终都失败而返.编剧伏见晁是松竹莆田片场的著名喜剧写手,因此这个故事也充满喜剧趣味,尤其影片后半段在滑雪场发生的戏剧性变化,是观众最喜欢的部分.","小津安二郎,日本,默片,日本电影,1929,1920s,黑白,喜剧"
1307793,"燕尾蝶 スワロウテイル",岩井俊二,岩井俊二,"三上博史,恰拉,伊藤步,江口洋介,许志安,渡部笃郎,山口智子,大塚宁宁,桃井薰,浅野忠信","剧情,犯罪",日本,1996-09-14(日本),"Swallowtail Butterfly,Suwarôteiru","日语,粤语,英语,汉语普通话",146分钟(德国),8.6,"母亲死后，原本生活在被大量外国移民视为淘金天堂的“元都”少女被送到妓女固力果（卓娜）处，将少女暂时收留后，固力果依据纹在胸前的蝴蝶给她取名凤蝶（伊藤步）。不久，凤蝶在固力果的带领下于名为“青空”的废品安置区兼汽车修理站，结识了火飞鸿、狼朗等来自不同国家的“元盗”，并逐渐与他们熟识成为好友。

　　一盘录有美国歌曲《MyWay》并隐藏有制造伪钞磁性感应资料的磁带令众人一夜致富，而在发财后，他们也开始走上不同道路，其中有出色演唱天赋的固力果被唱片公司签下，并在公司逼迫下与大伙断了关系。而磁带的主人，黑社会老大刘梁魁（江口洋介）得知磁带下落后，开始派手下追杀火飞鸿、固力果等人，众人的命运开始相互牵制。","岩井俊二,日本,文艺,青春,剧情,1996,犯罪,经典"
1307792,"灰色地带 The Grey Zone","Tim Blake Nelson","Miklos Nyiszli","David Arquette,Steve Buscemi,哈威·凯特尔","剧情,战争",美国,2001-11-30,,"英语,德语","108 分钟",7.8,1944年10月，波兰奥斯威辛集中营，在焚化炉工作的波兰犹太人和匈牙利犹太人正密谋暴乱，捣毁焚尸炉，由绰号“海什”的波兰人（史蒂夫·布西密SteveBuscemi饰）负责联络。匈牙利犹太医生米卡洛斯（阿兰·柯德勒AllanCorduner饰）因在双胞胎繁殖学领域的突出成就被狱警慕斯菲尔德（哈威·凯特尔HarveyKeitel饰）特别优待，他不愿眼看匈牙利人霍夫曼（大卫·阿奎特DavidArquette饰）用枕头捂死一位自杀失败的狱友，与其产生矛盾。附近女子监狱向焚化炉偷偷运送火药的行迹暴露，蒂娜（米拉·索维诺MiraSorvino饰）和洛萨（娜塔莎·雷昂NatashaLyonn饰）被折磨致死。就在霍夫曼心急如焚等待暴乱时机到来的时候，他在毒气室的尸堆里发现了一名奄奄一息的少女。要不要救人？会不会打乱暴乱计划？霍夫曼...,"军事,美国,战争,人性,欧洲,美国电影,历史,2001"
1307791,"女子二号的快乐收场 Frau2 sucht HappyEnd","Edward Berger","Edward Berger",本·贝克,爱情,"德国,瑞士",2001-02-10,,德语,"96 分钟",,,"德国,爱情,电影"
1307790,"没有过去的男人 Mies vailla menneisyyttä",阿基·考里斯马基,阿基·考里斯马基,"马库·佩尔托拉,卡蒂·奥廷宁,Juhani Niemelä,詹恩·海蒂恩",剧情,"芬兰,法国,德国",2002-03-01,"扑头前失魂后,The Man Without a Past",芬兰语,"97 分钟",8.2,"这个男人M（马库·佩尔托拉MarkkuPeltola饰）是一个失忆的流浪汉，没有名字，亦没有过去。因为失忆，他无法拥有合理的身份证明，无法找到住处和工作。一个精明的治安员把废弃的集装箱出租给流浪人士作为居所，收取租金，男人也住了进去。在这里，各种同样苦难却心地善良的人们，为男人的生活投射进来一缕温暖的阳光。男人更是得到了救助站姑娘厄玛（卡蒂·奥廷宁KatiOutinen饰）的热心帮助，两人的爱情也在苦难的日子中悄然萌芽。

　　男人似乎可以重新开始生活，却意外牵涉进一桩银行劫案。警察的追查不但让男人陷入了麻烦的境地，还让他得知自己的身世，以及自己曾经拥有的家庭。男人找到自己的妻子，却不知如何在本来已经消逝的过去和眼前的现实之间做出抉择。","芬兰,阿基·考里斯马基,芬兰电影,AkiKaurismäki,剧情,2002,Aki_Kaurismäki,郭利斯马基"
1307789,"停不了的爱 停不了的愛",麦当杰,文隽,"刘德华,温碧霞,李丽珍,周茵茵","剧情,爱情",香港,1984-03-22,"Everlasting Love",粤语,0,6.3,梁家姐弟三人，大姐佩君（温碧霞饰）遇人不淑，男友在她怀孕后甩手而去，十七岁的佩君为了照顾幼子以及一妹一弟，在父亲入狱后做舞女承担起了家庭的责任。二姐露露（李丽珍饰）在女校读书，但叛逆的年纪里她无心向学，结交飞车青年纵乐度日。佩君在夜总会偶遇抛弃自己的前男友，愤怒至极将对方刺伤，结果被判入感化院半年……重获自由的佩君开始为婚姻打算，恰巧再次偶遇有一面之缘的实习医生Eric（刘德华饰），佩君与Eric彼此颇有好感，二人很快陷入了热恋。但相对出身上层社会的Eric一家，佩君自感无法融入那个陌生的世界，但是为了体味爱情的幸福感觉，佩君隐藏身份和Eric交往，三个月后，Eric完成实习即将赶回美国，佩君将要面对梦醒时分……,"刘德华,温碧霞,香港电影,香港,爱情,李丽珍,吴孟达,麦当杰"
1307788,"夺命飞车 A Friday Night Date",西德尼·J·弗里尔,"Greg Mellott","卡斯帕·凡·迪恩,Danielle Brett,Joseph Griffin","动作,惊栗","加拿大,美国",2000-09-23,"Road Rage",英语,0,,,"动作,犯罪,美国,美国电影,这张电影这里有"
1307787,"化妆间 Ladies Room","Gabriella Cristiani","Adrianna Plitz","莫莉·帕克,约翰·马尔科维奇,维罗尼卡·费瑞尔","剧情,喜剧","加拿大,英国",2000-06-27,,英语,0,,,"JohnMalkovich,英国,电影,法国电影,格列塔·斯卡奇,加拿大,US美國.JohnMalkovich约翰·麥克维奇,MollyParker"
1307786,"尘雾家园 House of Sand and Fog",瓦迪姆·佩尔曼,,"詹妮弗·康纳利,本·金斯利,朗·埃达德,弗兰西丝·费舍,金·迪肯斯",剧情,美国,2003-12-26,怒火家园,"英语,波斯语","USA: 126 分钟",7.8,"被丈夫抛弃的现实凯西（詹妮弗·康纳利JenniferConnelly饰）倍受打击，每一天，只有在酒精的麻醉之下，她才能抵挡内心所遭受的痛苦的煎熬。这样的凯西日渐消沉下去，对自己和周遭发生的任何事情都不再关心，直到有一天，她收到了来自地方治安官的通知，她所住的房屋即将因为欠税被公开拍卖，而凯西竟对此毫不知情。

　　艾米尔（本·金斯利BenKingsley饰）一家人成为了凯西的房子的新主人，当他们怀揣着对未来的美好憧憬准备入住之时，面前出现的却是一个暴怒而又神经质的疯癫女人。一个人为了保护自己的家庭，一个人为了保护自己的回忆，当这两个人站在对立面之时，善恶已经无法再被明确的分辨，只知道，悲剧近在眼前。","美国,剧情,人性,JenniferConnelly,美国电影,2003,人生,生活"
1307785,"多重杀机 All Around the Town (TV)","Paolo Barzman",玛丽·希金斯·克拉克,NULL,悬念,"加拿大,法国,英国",2002-05-18,,,0,,娜塔莎金斯基扮演的女主角正在大学念书，但她的心理深处一直忘不了童年悲惨的经验。有一天，校园里惊传谋杀案，死者正是她的英文教授。一切证据都指向她，然而她本人却毫无犯案的记忆。凶手真的是她，或者另有其人？,Nastassja
1307784,"越洋招魂曲 Писмо до Америка","Iglika Triffonova","Iglika Triffonova",NULL,剧情,"Bulgaria,荷兰,匈牙利",2001-03-02,"Pismo do Amerika,Letter to America","Bulgarian,英语","90 分钟",,"Ivan'sbestfriend,Kamen,isdyinginanAmericanhospital.Sincehe'sdeniedavisatotheUSAandcan'tstaybyhissideinhislastmoments,hedecidestosetoffforBulgariacountryside,takingthecameraKamenhasgivenhim.Aftersometime,hewritesheraveryspecialletter,tellingallabouttheplacesandcharactershemeetsonhisway,witnessestoatimewhichis...","保加利亚电影,匈牙利"
1307783,"天堂地狱线 Running Hard","Serge Rodnunsky","Serge Rodnunsky",NULL,NULL,美国,1996,,英语,0,,,
1307782,"南方少年 Mosafere jonub","Parviz Shahbazi","Parviz Shahbazi","Reza Moghadam",NULL,伊朗,1997-09-07,南方来的少年,波斯语,0,,少年苗萨搭乘火车到德黑兰拜访亲友，他遇到一位单独旅游且令人厌恶的妇人，妇人怀疑雷萨偷窃他的钱包，而最后真正的小偷是经雷萨的协助被捉到的。妇人要到德黑兰搭机飞德国会见久未谋面的儿子，突然她心脏病发作而被医生强迫取消飞行，由雷萨陪她到医院去，雷萨用妇人钱包內的钱支付入院的费用后离去。当雷萨到达亲友家，发现亲友因为没有收到他的信而外出渡假，只有黯然返回医院过夜。翌日雷萨被医生告知妇人必须做紧急开刀手术，雷萨只有将妇人的钱支付医院费用后，搭车返回自己的家乡。,"伊朗,伊朗电影,Parviz.Shahbazi,南方少年,Iran,#有碟,少年,伊朗Iran"
1307781,大城小事,叶伟信,郭子健,"王菲,黎明,陈建斌,李娜英,姜易宏,晓海,周月","剧情,爱情","中国大陆,香港",2004-02-12(香港),"Leaving Me, Loving You","汉语普通话,粤语",94分钟(香港),6.3,"周谦（黎明饰）是一名出诊医生，行事谨小慎微；小月（王菲饰）在家公关公司作主理人，生活和工作一样特立独行，他们曾是一对相爱的情侣。小月接手一笔大生意，为即将八十岁的富商孟仕存筹办一场惊喜寿宴。小月为此竭尽全力，倾其所有投入到当前的计划之中，然而却在一次接洽过程中意外遭遇周谦。周谦是孟先生的私人看护，他从孟老的身体状况考虑认为小月的安排欠妥，小月认定是周谦从中作梗。孟老的助手马时法（陈建斌饰）要求小月在一个月的时间内修改计划，而且递给他周谦的名片，让两个人沟通避免新的计划中出现错误。由相濡以沫到水火不容，如今又要变成合作者，两人能否再续前缘谱出美丽城市中一段新鲜的浪漫恋曲？

　　本片由黎明主演并担任监制。","王菲,香港,爱情,香港电影,黎明,大城小事,叶伟信,2004"
1307780,"明月照尖东 明月照尖東",黄泰来,,"张学友,黎明,关之琳","动作,爱情",香港,1992-05-21,"With or Without You","粤语,英语","86 分钟",6.5,"翠儿（关之琳饰）在一家酒吧做公关，男友太子（张学友饰）是一名悍匪，因事离开香港避风头。这期间，翠儿邂逅了年青警察阿雄（黎明饰）和老警察阿达（吴孟达饰），阿雄对漂亮的翠儿一见倾心，当夜在酒吧喝得烂醉，第二日醒来竟发现自己的配枪不翼而飞。阿雄一度怀疑是翠儿偷走了配枪，内心对翠儿爱恨交加，最后得知是误会了翠儿，两人也由此相恋。好景不长，出逃的太子返港，面对自己深爱的翠儿被抢走，专横的太子会作何反应？翠儿和阿雄是否能逃过此劫？三人在即爱又恨错综复杂的关系中，不知所措……

　　电影《明月照尖东》，1991年上映，黎明和张学友两大天王搭档关之琳出演。","香港,张学友,黎明,香港电影,关之琳,动作,黄泰来,1992"
1307779,"冲绳小子 海燕ジョーの奇跡",藤田敏八,神波史男,"时任三郎,藤谷美和子,清水健太郎,正司歌江,原田芳雄,三船敏郎","剧情,动作,犯罪",日本,1984-04-28(日本),"Umitsubame Joe no kiseki",日语,133分钟,,改编自佐木隆三的原著小说，主要讲述冲绳岛黑社会势力猖獗，他们结成琉球联盟组织，无恶不作。青年祖所在岛袋家族被他们放逐出岛，其童年好友也被他们私刑拷打至死。祖于是挺身而出，在伊甸俱乐部射杀了其首领金城，并在女友阳子的帮助下，与他们展开了一次次你死我活的搏斗。,"藤田敏八,日本,日本电影,三船敏郎,被忽视的片子"
1307778,"狱露凶光 The Warden (TV)",史蒂芬·吉伦哈尔,琳达·拉·普兰特,NULL,剧情,美国,2001-01-12,,,0,,,
1307777,秋瑾,谢晋,谢晋,"李秀明,李志舆,王馥荔,于是之,黄梅莹",传记,中国,1983,"Qiu Jin: A Revolutionary",汉语普通话,120分钟,6.7,1900年代，清未的北京。遭八国联军蹂躏过的京城，满目疮痍。立志推翻清帝统治的秋瑾（李秀明饰）在友人资助下，东渡日本留学，寻求救国真理。她与徐锡麟（李志舆饰）等击掌为盟，并结识了《警世钟》作者陈天华（陈希光饰），身在异乡，巧遇知音，大家共同憧憬着祖国的未来。秋瑾等人的革命活动遭到日本当局的限制，广大学生集会抗议，陈天华更是以投海殉身明志，呼唤苍生醒悟。不久，秋瑾奉孙中山（石维坚饰）委派回到上海，创办中国女报。她回到故乡绍兴，与王金发（张克忠饰）一起联系各地会党，准备浙皖两省起义，后因东窗事发，秋瑾被捕......,"谢晋,中国电影,传记,中国,历史,秋瑾,李秀明,老电影"
1307776,"有鬼住在隔壁 嘩鬼住正隔籬","刘仕裕 Sze Yu Lau",王晶,"陈百祥,张敏,曹查理,邱淑贞,钟发,王晶,叶子楣,梅小惠","喜剧,动作,恐怖,奇幻",香港,1990,"My Neighbours Are Phantoms",粤语,97分钟,5.8,"港台警方合作追缉走私军火的大圈帮，专责小组由台警九叔及港警陈进龙等组成。

　　当小组围剿帮时，匪徒大圈明得日前打劫时取得的一帧魔相保护负伤而逃。死前将相片放在“花花公子”的车上。“花花公子”为百龙邻居，得相后，被出笼的厉鬼家族，反困相内。此后，百龙的两个妹妹经常发现邻居有怪事发生，向兄投诉。百龙往查，反迷上女鬼小倩。其妹只好请精通茅山术的九叔帮忙。当九叔捉鬼时，发觉鬼家族已随百龙往赴联欢会，赶往救百龙，但不敌鬼客族，危急之际，小倩救走百龙。","香港,喜剧,邱淑贞,张敏,香港电影,陈百祥,王晶,1990"
